,rank,id,form_id,name,form,alias,move,move_rate,nature,nature_rate,ability,ability_rate,item,item_rate,terastal,terastal_rate
0948-000,9999,948,0,ノノクラゲ,,ノノクラゲ,"['キノコのほうし', 'やどりぎのタネ', 'みがわり', 'いたみわけ', 'まもる', 'どくどく', 'グラスフィールド', 'イカサマ', 'たたりめ', 'どくびし']","[97.3, 95.5, 81.6, 61.1, 23.7, 11.3, 4.8, 4.6, 4.5, 3.6]","['おだやか', 'ずぶとい', 'しんちょう', 'がんばりや', 'わんぱく', 'むじゃき', 'なまいき']","[87.2, 5.2, 2.5, 1.6, 1.5, 1.4, 0.6]",['きんしのちから'],[100.0],"['しんかのきせき', 'きあいのタスキ']","[98.6, 1.4]","['どく', 'はがね', 'ノーマル', 'みず', 'フェアリー', 'ほのお', 'じめん', 'あく', 'くさ']","[70.3, 14.9, 4.0, 3.0, 2.0, 2.0, 2.0, 1.0, 1.0]"
0949-000,9999,949,0,リククラゲ,,リククラゲ,"['キノコのほうし', 'だいちのちから', 'ギガドレイン', 'やどりぎのタネ', 'みがわり', 'ミラーコート', 'アシッドボム', 'テラバースト', 'リーフストーム', 'はたきおとす']","[88.3, 67.4, 47.8, 40.6, 22.1, 22.1, 18.7, 12.0, 8.0, 7.7]","['おだやか', 'ひかえめ', 'おくびょう', 'ずぶとい', 'しんちょう', 'わんぱく', 'がんばりや', 'れいせい', 'なまいき', 'きまぐれ']","[39.2, 18.1, 13.3, 12.0, 4.2, 3.5, 3.4, 3.3, 1.3, 0.4]",['きんしのちから'],[100.0],"['たべのこし', 'きあいのタスキ', 'オボンのみ', 'とつげきチョッキ', 'ヤチェのみ', 'レッドカード', 'おんみつマント', 'いのちのたま', 'メンタルハーブ', 'ひかりのこな']","[32.2, 26.7, 8.7, 6.5, 4.7, 3.2, 2.9, 2.7, 2.4, 2.2]","['ほのお', 'みず', 'どく', 'はがね', 'フェアリー', 'ノーマル', 'くさ', 'ゴースト', 'じめん', 'いわ']","[34.7, 22.4, 16.9, 9.7, 4.5, 2.9, 2.3, 2.3, 1.3, 1.0]"
0950-000,9999,950,0,ガケガニ,,ガケガニ,"['はたきおとす', 'きしかいせい', 'がんせきふうじ', 'ステルスロック', 'ロックブラスト', 'がむしゃら', 'こらえる', 'ハサミギロチン', '１０まんばりき', 'テラバースト']","[56.7, 44.5, 44.2, 44.2, 34.4, 29.3, 29.1, 19.1, 17.1, 16.4]","['ようき', 'わんぱく', 'むじゃき', 'いじっぱり', 'しんちょう', 'のんき', 'てれや', 'せっかち', 'おとなしい', 'ゆうかん']","[66.6, 10.1, 8.4, 8.1, 2.9, 1.3, 0.7, 0.6, 0.6, 0.4]","['いかりのこうら', 'さいせいりょく', 'シェルアーマー']","[86.4, 11.4, 2.2]","['きあいのタスキ', 'じゃくてんほけん', 'カムラのみ', 'オボンのみ', 'イバンのみ', 'いかさまダイス', 'とつげきチョッキ', 'たべのこし', 'ひかりのこな', 'するどいツメ']","[61.9, 9.0, 6.8, 5.9, 3.5, 3.1, 2.9, 2.9, 0.8, 0.4]","['ゴースト', 'フェアリー', 'いわ', 'ひこう', 'ドラゴン', 'かくとう', 'くさ', 'どく', 'みず', 'じめん']","[24.3, 22.4, 13.1, 11.2, 10.3, 7.5, 4.7, 2.8, 2.8, 0.9]"
0951-000,9999,951,0,カプサイジ,,カプサイジ,"['ずつき', 'タネマシンガン', 'はっぱカッター', 'にほんばれ']","[100.0, 100.0, 100.0, 100.0]",[],[],[],[],[],[],[],[]
0952-000,9999,952,0,スコヴィラン,,スコヴィラン,"['かえんほうしゃ', 'みがわり', 'まもる', 'やどりぎのタネ', 'ソーラービーム', 'オーバーヒート', 'テラバースト', 'かみくだく', 'ねをはる', 'せいちょう']","[59.3, 57.2, 55.3, 42.8, 36.8, 32.7, 30.5, 15.0, 11.9, 9.7]","['おくびょう', 'ひかえめ', 'ずぶとい', 'まじめ', 'ようき', 'おだやか', 'のんき', 'いじっぱり', 'むじゃき', 'わんぱく']","[37.8, 18.2, 16.9, 5.8, 4.8, 3.4, 2.1, 1.8, 1.8, 1.5]","['ムラっけ', 'ようりょくそ', 'ふみん']","[69.3, 30.6, 0.0]","['たべのこし', 'いのちのたま', 'こだわりメガネ', 'きあいのタスキ', 'おおきなねっこ', 'いかさまダイス', 'しろいハーブ', 'ひかりのこな', 'おんみつマント', 'だっしゅつパック']","[63.9, 12.7, 6.8, 6.4, 2.6, 2.1, 1.9, 0.6, 0.4, 0.4]","['ほのお', 'フェアリー', 'はがね', 'くさ', 'みず', 'いわ', 'ひこう', 'ゴースト', 'でんき', 'じめん']","[28.3, 23.1, 22.4, 6.7, 6.1, 3.5, 2.6, 2.4, 0.9, 0.9]"
0953-000,9999,953,0,シガロコ,,シガロコ,"['とびかかる', 'むしくい', 'ねむる', 'ダストシュート', 'あなをほる', 'とっしん', 'まもる', 'ねごと', 'テラバースト', 'むしのていこう']","[52.6, 48.7, 41.0, 38.5, 29.5, 29.5, 29.5, 24.4, 17.9, 16.7]","['いじっぱり', 'ずぶとい', 'しんちょう', 'なまいき', 'わんぱく']","[54.5, 18.2, 9.1, 9.1, 9.1]","['ふくがん', 'だっぴ']","[54.5, 45.5]","['でかいきんのたま', 'しんかのきせき', 'かえんだま']","[45.5, 45.5, 9.1]","['フェアリー', 'こおり']","[60.0, 40.0]"
0954-000,9999,954,0,ベラカス,,ベラカス,"['さいきのいのり', 'トリックルーム', 'おきみやげ', 'むしのさざめき', 'サイコキネシス', 'スピードスワップ', 'むしのていこう', 'サイコノイズ', 'リフレクター', 'シャドーボール']","[95.2, 71.7, 56.8, 35.9, 28.7, 26.8, 8.7, 6.7, 5.4, 4.7]","['のんき', 'おだやか', 'れいせい', 'なまいき', 'ずぶとい', 'ひかえめ', 'がんばりや', 'わんぱく', 'てれや', 'せっかち']","[37.5, 15.3, 14.3, 13.3, 7.0, 6.6, 1.7, 1.1, 0.7, 0.6]","['シンクロ', 'テレパシー']","[95.0, 5.0]","['きあいのタスキ', 'メンタルハーブ', 'オボンのみ', 'イバンのみ', 'ヒメリのみ', 'ひかりのねんど', 'おんみつマント', 'こうこうのしっぽ', 'たべのこし', 'カシブのみ']","[53.8, 8.7, 8.5, 5.8, 5.5, 4.7, 1.6, 1.5, 1.4, 0.9]","['フェアリー', 'みず', 'ノーマル', 'むし', 'はがね', 'じめん', 'どく', 'いわ', 'ほのお']","[38.9, 19.8, 9.9, 7.6, 7.6, 6.9, 3.8, 3.1, 2.3]"
0955-000,9999,955,0,ヒラヒナ,,ヒラヒナ,"['ついばむ', 'サイケこうせん', 'でんこうせっか', 'こうそくいどう']","[100.0, 100.0, 100.0, 100.0]",[],[],[],[],[],[],[],[]
0957-000,9999,957,0,カヌチャン,,カヌチャン,"['フェイント', 'アンコール', 'がむしゃら', 'つぶらなひとみ']","[100.0, 100.0, 100.0, 100.0]",['やんちゃ'],[100.0],['わるいてぐせ'],[100.0],['きあいのタスキ'],[100.0],[],[]
0958-000,9999,958,0,ナカヌチャン,,ナカヌチャン,"['ステルスロック', 'ねこだまし', 'はたきおとす', 'ラスターカノン', 'イカサマ', 'アンコール', 'でんじは', 'はいよるいちげき', 'つぶらなひとみ', 'てんしのキッス']","[80.3, 55.6, 49.6, 44.4, 39.3, 36.8, 36.8, 11.1, 8.5, 7.7]","['しんちょう', 'すなお', 'ひかえめ']","[56.0, 28.0, 16.0]","['かたやぶり', 'マイペース']","[72.0, 28.0]",['しんかのきせき'],[100.0],['あく'],[100.0]
0960-000,9999,960,0,ウミディグダ,,ウミディグダ,"['おきみやげ', 'アクアジェット', 'ふぶき', 'ハイドロポンプ', 'だいちのちから', 'どろかけ', 'イカサマ', 'まきつく', 'たたきつける', 'みずのはどう']","[86.7, 63.3, 56.7, 56.7, 36.7, 33.3, 30.0, 13.3, 10.0, 10.0]","['ようき', 'うっかりや']","[50.0, 50.0]","['びびり', 'ぬめぬめ']","[50.0, 50.0]","['こだわりメガネ', 'きあいのタスキ']","[50.0, 50.0]",[],[]
0961-000,9999,961,0,ウミトリオ,,ウミトリオ,"['トリプルダイブ', 'おきみやげ', 'ふいうち', 'アクアジェット', 'こらえる', 'じごくづき', 'どろかけ', 'いたみわけ', 'じならし', 'みがわり']","[96.3, 65.4, 65.1, 40.8, 40.8, 17.4, 16.2, 12.5, 11.8, 7.5]","['ようき', 'いじっぱり', 'うっかりや', 'さみしがり', 'わんぱく']","[71.3, 17.1, 8.5, 2.3, 0.8]","['ぬめぬめ', 'すながくれ', 'びびり']","[90.7, 7.8, 1.6]","['きあいのタスキ', 'いのちのたま', 'ひかりのこな', 'こだわりスカーフ', 'イバンのみ', 'こだわりハチマキ', 'オボンのみ']","[45.0, 41.9, 4.7, 3.9, 3.1, 0.8, 0.8]",['みず'],[100.0]
0962-000,9999,962,0,オトシドリ,,オトシドリ,"['はたきおとす', 'ダブルウイング', 'ステルスロック', 'すてゼリフ', 'がんせきふうじ', 'いわなだれ', 'おきみやげ', 'ブレイブバード', 'ちょうはつ', 'おいかぜ']","[77.6, 44.1, 39.7, 37.0, 32.8, 28.9, 27.0, 26.0, 16.5, 13.6]","['ようき', 'いじっぱり', 'わんぱく', 'さみしがり', 'せっかち', 'おだやか', 'しんちょう', 'ひかえめ', 'うっかりや', 'おくびょう']","[55.3, 37.9, 3.8, 0.9, 0.5, 0.4, 0.4, 0.3, 0.3, 0.1]","['いわはこび', 'するどいめ', 'はとむね']","[80.6, 17.5, 1.9]","['きあいのタスキ', 'こだわりスカーフ', 'いかさまダイス', 'こうかくレンズ', 'レッドカード', 'オボンのみ', 'ロゼルのみ', 'いのちのたま', 'かたいいし', 'カムラのみ']","[51.0, 30.5, 4.4, 3.2, 2.7, 1.9, 1.1, 0.9, 0.8, 0.5]","['いわ', 'じめん', 'ひこう', 'くさ', 'どく', 'ほのお', 'あく', 'フェアリー', 'ノーマル']","[58.5, 11.3, 11.3, 5.7, 3.8, 3.8, 1.9, 1.9, 1.9]"
0963-000,9999,963,0,ナミイルカ,,ナミイルカ,"['ドレインキッス', 'ハイドロポンプ', 'ふぶき', 'ばくおんぱ', 'あまえる', 'アクロバット', 'アクアジェット', 'アンコール', 'ダイビング', 'ダブルアタック']","[84.7, 84.7, 84.7, 84.7, 10.2, 6.8, 6.8, 6.8, 6.8, 5.1]","['ひかえめ', 'うっかりや', 'のうてんき']","[75.0, 12.5, 12.5]",['みずのベール'],[100.0],"['しんぴのしずく', 'こだわりスカーフ', 'こだわりハチマキ']","[75.0, 12.5, 12.5]",[],[]
0965-000,9999,965,0,ブロロン,,ブロロン,"['ホイールスピン', 'アイアンヘッド', 'ダストシュート', 'ジャイロボール', 'ちょうはつ', 'ヘドロこうげき', 'いやなおと', 'ダメおし', 'どくづき', 'ずつき']","[47.5, 47.5, 40.7, 37.3, 30.5, 28.8, 27.1, 27.1, 23.7, 23.7]","['いじっぱり', 'ようき', 'しんちょう', 'のんき', 'きまぐれ', 'なまいき']","[44.4, 11.1, 11.1, 11.1, 11.1, 11.1]",['ぼうじん'],[100.0],"['しんかのきせき', 'こだわりハチマキ', 'おまもりこばん', 'けむりだま', 'ものまねハーブ']","[20.0, 20.0, 20.0, 20.0, 20.0]",[],[]
0966-000,9999,966,0,ブロロローム,,ブロロローム,"['アイアンヘッド', 'ギアチェンジ', 'ダストシュート', '１０まんばりき', 'どくづき', 'すてゼリフ', 'ちょうはつ', 'どくびし', 'ホイールスピン', 'テラバースト']","[76.4, 63.2, 46.5, 33.4, 27.5, 27.4, 19.5, 19.0, 13.5, 13.2]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'せっかち', 'やんちゃ', 'ゆうかん', 'ひかえめ', 'てれや', 'がんばりや']","[31.8, 28.5, 17.2, 10.6, 3.4, 1.6, 1.4, 1.3, 1.1, 0.6]","['フィルター', 'ぼうじん']","[60.2, 39.8]","['ふうせん', 'くろいヘドロ', 'きあいのタスキ', 'とつげきチョッキ', 'こだわりスカーフ', 'じゃくてんほけん', 'おんみつマント', 'ラムのみ', 'オボンのみ', 'オッカのみ']","[31.4, 15.9, 8.3, 5.7, 5.1, 5.0, 3.8, 3.3, 3.0, 2.9]","['じめん', 'ひこう', 'みず', 'はがね', 'ほのお', 'ノーマル', 'どく', 'かくとう', 'くさ', 'こおり']","[31.1, 18.4, 11.3, 9.6, 8.5, 5.8, 3.8, 2.7, 2.4, 1.4]"
0967-000,9999,967,0,モトトカゲ,,モトトカゲ,"['しっぽきり', 'とんぼがえり', 'はたきおとす', 'りゅうせいぐん', 'アイアンヘッド', 'すてみタックル', 'オーバーヒート', 'げきりん', 'ワイドブレイカー', 'ちょうはつ']","[97.7, 62.2, 46.4, 27.2, 22.9, 21.0, 19.1, 17.8, 14.5, 14.3]","['ようき', 'おくびょう', 'いじっぱり', 'ひかえめ', 'むじゃき', 'せっかち', 'うっかりや', 'やんちゃ', 'ずぶとい', 'わんぱく']","[57.0, 12.2, 11.3, 6.0, 4.8, 1.7, 1.7, 1.6, 0.7, 0.6]","['さいせいりょく', 'だっぴ']","[98.4, 1.6]","['こだわりスカーフ', 'オボンのみ', 'きあいのタスキ', 'いのちのたま', 'イバンのみ', 'せんせいのツメ', 'こだわりハチマキ', 'いかさまダイス', 'ひかりのこな', 'おんみつマント']","[84.5, 7.2, 1.9, 1.5, 0.9, 0.6, 0.4, 0.4, 0.3, 0.3]","['はがね', 'ノーマル', 'フェアリー', 'ほのお', 'ドラゴン', 'あく', 'ゴースト', 'じめん', 'いわ', 'でんき']","[35.6, 16.4, 13.8, 8.7, 8.4, 4.4, 3.7, 2.0, 1.7, 1.3]"
0969-000,9999,969,0,キラーメ,,キラーメ,"['パワージェム', 'ヘドロウェーブ', 'マジカルシャイン', 'テラバースト', 'どくどく', 'ステルスロック', 'うちおとす', 'いわおとし', 'こらえる', 'マッドショット']","[63.2, 57.9, 47.4, 47.4, 42.1, 42.1, 36.8, 36.8, 10.5, 5.3]","['おくびょう', 'ひかえめ']","[50.0, 50.0]",['どくげしょう'],[100.0],"['ゴツゴツメット', 'イバンのみ']","[66.7, 33.3]",[],[]
0971-000,9999,971,0,ボチ,,ボチ,"['あくび', 'ほえる', 'したでなめる', 'がむしゃら', 'しっぽをふる', 'かみつく', 'いたみわけ', 'みちづれ', 'ナイトヘッド', 'ポルターガイスト']","[46.2, 46.2, 46.2, 38.5, 38.5, 38.5, 23.1, 23.1, 23.1, 23.1]","['ずぶとい', 'のんき']","[60.0, 40.0]",['もふもふ'],[100.0],"['しんかのきせき', 'きあいのタスキ']","[60.0, 40.0]",[],[]
0972-000,9999,972,0,ハカドッグ,,ハカドッグ,"['おはかまいり', 'かげうち', 'おにび', 'じゃれつく', 'ボディプレス', 'ポルターガイスト', 'テラバースト', 'トリック', 'ギガインパクト', 'みがわり']","[80.6, 71.3, 38.4, 35.3, 24.1, 22.9, 16.9, 12.5, 11.8, 9.6]","['いじっぱり', 'わんぱく', 'ゆうかん', 'しんちょう', 'ようき', 'おくびょう', 'のんき', 'やんちゃ', 'れいせい', 'きまぐれ']","[50.9, 18.8, 9.6, 9.2, 5.4, 1.5, 1.5, 1.3, 1.0, 0.3]","['もふもふ', 'すなかき']","[62.1, 37.9]","['いのちのたま', 'とつげきチョッキ', 'たべのこし', 'こだわりハチマキ', 'のろいのおふだ', 'きあいのタスキ', 'ゴツゴツメット', 'こだわりスカーフ', 'オボンのみ', 'アッキのみ']","[16.6, 14.2, 13.6, 10.9, 10.6, 6.3, 5.5, 4.8, 4.3, 4.1]","['ゴースト', 'かくとう', 'みず', 'ノーマル', 'フェアリー', 'はがね', 'いわ', 'ほのお', 'じめん']","[48.9, 17.1, 14.2, 8.3, 4.9, 2.4, 1.7, 1.5, 1.0]"
0973-000,9999,973,0,カラミンゴ,,カラミンゴ,"['インファイト', 'がむしゃら', 'フェイント', 'ちょうはつ', 'ブレイブバード', 'おいかぜ', 'はやてがえし', 'ローキック', 'とんぼがえり', 'にどげり']","[79.9, 74.5, 64.0, 37.7, 37.4, 18.8, 17.0, 15.2, 10.5, 6.9]","['ようき', 'いじっぱり', 'やんちゃ', 'さみしがり', 'むじゃき', 'ゆうかん', 'わんぱく', 'せっかち', 'がんばりや', 'きまぐれ']","[55.6, 30.6, 3.3, 2.9, 2.4, 2.2, 1.2, 0.9, 0.5, 0.2]","['きもったま', 'ちどりあし', 'きょうえん']","[99.5, 0.4, 0.1]","['きあいのタスキ', 'こだわりスカーフ', 'おんみつマント', 'いのちのたま', 'こだわりハチマキ', 'バンジのみ', 'ウイのみ', 'オボンのみ', 'イバンのみ', 'カムラのみ']","[85.5, 11.6, 0.9, 0.5, 0.2, 0.2, 0.2, 0.2, 0.1, 0.1]","['かくとう', 'じめん', 'ひこう', 'こおり', 'ゴースト', 'ステラ', 'フェアリー', 'ノーマル', 'あく', 'いわ']","[55.2, 12.1, 10.8, 9.9, 3.9, 2.6, 1.7, 1.3, 0.9, 0.9]"
0974-000,9999,974,0,アルクジラ,,アルクジラ,"['ばかぢから', 'つららおとし', 'じしん', 'じゃれつく', 'はたきおとす', 'こおりのつぶて', 'あくび', 'ドわすれ', 'のしかかり', 'とびはねる']","[86.1, 74.6, 74.6, 74.6, 14.8, 11.5, 11.5, 6.6, 5.7, 5.7]","['いじっぱり', 'わんぱく', 'のんき']","[73.7, 21.1, 5.3]","['あついしぼう', 'ゆきがくれ']","[73.7, 26.3]","['ゴツゴツメット', 'ひかりのこな', 'しんかのきせき']","[72.2, 22.2, 5.6]",['フェアリー'],[100.0]
0975-000,9999,975,0,ハルクジラ,,ハルクジラ,"['こおりのつぶて', 'じしん', 'アイススピナー', 'ヘビーボンバー', 'はらだいこ', 'アクアブレイク', 'はたきおとす', 'つららおとし', 'じゃれつく', 'テラバースト']","[84.3, 59.2, 39.4, 32.7, 31.6, 23.8, 20.3, 18.7, 17.9, 16.5]","['いじっぱり', 'ようき', 'しんちょう', 'のうてんき', 'わんぱく', 'がんばりや', 'ゆうかん', 'やんちゃ']","[77.8, 8.1, 6.4, 3.4, 3.2, 0.6, 0.3, 0.1]","['あついしぼう', 'ゆきかき', 'ちからずく']","[55.3, 27.1, 17.6]","['とつげきチョッキ', 'オボンのみ', 'いのちのたま', 'たべのこし', 'いかさまダイス', 'とけないこおり', 'カゴのみ', 'レッドカード', 'こだわりハチマキ', 'フィラのみ']","[41.2, 30.3, 11.6, 9.2, 2.9, 1.9, 0.8, 0.6, 0.3, 0.3]","['じめん', 'みず', 'でんき', 'ほのお', 'フェアリー', 'エスパー', 'ゴースト', 'あく', 'こおり', 'どく']","[32.1, 17.4, 13.6, 7.0, 6.7, 5.1, 4.8, 4.8, 3.7, 2.9]"
0976-000,9999,976,0,ミガルーサ,,ミガルーサ,"['みをけずる', 'アシストパワー', 'アクアジェット', 'アクアカッター', 'サイコカッター', 'アクアブレイク', 'テラバースト', 'みがわり', 'つじぎり', 'なみのり']","[81.7, 60.6, 42.1, 34.2, 34.1, 25.2, 22.8, 18.1, 15.0, 11.4]","['おくびょう', 'ようき', 'せっかち', 'ひかえめ', 'うっかりや', 'いじっぱり', 'ゆうかん', 'まじめ', 'のんき', 'わんぱく']","[20.7, 20.1, 17.7, 13.7, 9.7, 9.4, 2.3, 2.0, 1.3, 1.0]","['かたやぶり', 'きれあじ']","[69.2, 30.8]","['オボンのみ', 'いのちのたま', 'ピントレンズ', 'たべのこし', 'ヤタピのみ', 'こだわりスカーフ', 'かいがらのすず', 'ルームサービス', 'するどいツメ', 'とつげきチョッキ']","[56.0, 9.1, 6.0, 5.4, 5.0, 4.4, 3.7, 2.3, 2.0, 1.3]","['みず', 'かくとう', 'じめん', 'ほのお', 'ノーマル', 'くさ', 'ゴースト', 'エスパー', 'いわ']","[35.3, 23.5, 11.8, 10.3, 10.3, 4.4, 1.5, 1.5, 1.5]"
0978-000,9999,978,0,シャリタツ,そったすがた,シャリタツ(そっ),"['りゅうせいぐん', 'ミラーコート', 'カウンター', 'ハイドロポンプ', 'なみのり', 'テラバースト', 'りゅうのはどう', 'こごえるかぜ', 'ちょうはつ', 'おきみやげ']","[68.8, 61.8, 47.9, 40.6, 30.1, 24.2, 23.6, 20.1, 18.3, 17.2]","['ひかえめ', 'むじゃき', 'おくびょう', 'せっかち', 'おだやか', 'うっかりや', 'ずぶとい', 'やんちゃ', 'がんばりや', 'わんぱく']","[39.1, 17.6, 14.2, 7.7, 7.5, 6.5, 6.1, 0.9, 0.3, 0.2]","['よびみず', 'しれいとう']","[89.6, 10.4]","['きあいのタスキ', 'とつげきチョッキ', 'こだわりメガネ', 'オボンのみ', 'こだわりスカーフ', 'いのちのたま', 'マゴのみ', 'ゴツゴツメット', 'おんみつマント']","[47.4, 23.1, 15.9, 6.8, 5.5, 0.7, 0.2, 0.2, 0.2]","['ほのお', 'こおり', 'フェアリー', 'はがね', 'ドラゴン', 'あく', 'でんき', 'みず', 'ゴースト', 'どく']","[41.2, 19.1, 13.2, 10.3, 4.4, 2.9, 2.9, 2.9, 1.5, 1.5]"
0981-000,9999,981,0,リキキリン,,リキキリン,"['トリックルーム', 'シャドーボール', 'サイコノイズ', 'テラバースト', 'ハイパーボイス', 'ツインビーム', 'マジカルシャイン', 'サイコキネシス', 'サイコショック', 'トリック']","[61.6, 45.0, 36.9, 35.8, 19.4, 19.4, 13.4, 11.4, 11.2, 9.6]","['れいせい', 'ひかえめ', 'おだやか', 'ずぶとい', 'なまいき', 'いじっぱり', 'おくびょう', 'ゆうかん', 'のんき', 'まじめ']","[34.3, 29.3, 8.1, 6.9, 4.9, 4.3, 3.5, 3.4, 2.7, 0.7]","['テイルアーマー', 'そうしょく', 'はんすう']","[50.0, 45.9, 4.1]","['ものまねハーブ', 'きあいのタスキ', 'とつげきチョッキ', 'オボンのみ', 'のどスプレー', 'たべのこし', 'こだわりメガネ', 'たつじんのおび', 'メンタルハーブ', 'いのちのたま']","[21.4, 12.4, 8.6, 8.4, 7.5, 6.9, 5.6, 5.2, 3.8, 3.5]","['はがね', 'フェアリー', 'じめん', 'ノーマル', 'あく', 'みず', 'かくとう', 'ほのお', 'エスパー', 'ドラゴン']","[55.5, 11.5, 9.3, 8.3, 5.3, 3.8, 2.0, 1.5, 1.3, 0.5]"
0982-000,9999,982,0,ノココッチ,,ノココッチ,"['へびにらみ', 'ステルスロック', 'ばくおんぱ', 'はねやすめ', 'とぐろをまく', 'バトンタッチ', 'ドラゴンテール', 'あくび', 'だいちのちから', 'れいとうビーム']","[68.2, 46.4, 38.7, 26.3, 25.6, 23.6, 17.2, 13.9, 13.2, 9.7]","['わんぱく', 'ずぶとい', 'ひかえめ', 'しんちょう', 'おくびょう', 'いじっぱり', 'おだやか', 'ようき', 'なまいき', 'がんばりや']","[22.1, 18.9, 15.0, 13.7, 9.0, 5.6, 4.0, 3.1, 1.6, 1.4]","['びびり', 'てんのめぐみ', 'にげあし']","[53.3, 44.7, 1.9]","['オボンのみ', 'メンタルハーブ', 'ゴツゴツメット', 'たべのこし', 'おうじゃのしるし', 'レッドカード', 'こだわりメガネ', 'クリアチャーム', 'とつげきチョッキ', 'きあいのタスキ']","[26.2, 20.5, 9.8, 5.6, 3.3, 3.1, 3.0, 2.5, 2.4, 2.3]","['ゴースト', 'どく', 'ノーマル', 'フェアリー', 'ひこう', 'じめん', 'ステラ', 'みず', 'エスパー', 'はがね']","[27.3, 16.3, 15.8, 15.8, 12.4, 3.8, 1.9, 1.9, 1.4, 1.0]"
0986-000,9999,986,0,アラブルタケ,,アラブルタケ,"['キノコのほうし', 'ふいうち', 'かみくだく', 'くさわけ', 'みがわり', 'タネマシンガン', 'タネばくだん', 'テラバースト', 'しっぺがえし', 'こうごうせい']","[88.7, 57.6, 46.2, 44.4, 30.3, 25.6, 19.3, 17.3, 16.3, 14.5]","['いじっぱり', 'ようき', 'しんちょう', 'ゆうかん', 'わんぱく', 'なまいき', 'ひかえめ', 'すなお', 'おくびょう', 'のんき']","[49.7, 22.0, 9.2, 6.1, 4.7, 1.9, 1.1, 1.0, 0.8, 0.6]",['こだいかっせい'],[100.0],"['たべのこし', 'いかさまダイス', 'ブーストエナジー', 'とつげきチョッキ', 'きあいのタスキ', 'くろいメガネ', 'オボンのみ', 'じゃくてんほけん', 'ゴツゴツメット', 'だっしゅつパック']","[35.0, 15.6, 10.1, 8.3, 7.1, 5.9, 4.9, 3.5, 2.0, 0.9]","['ほのお', 'どく', 'あく', 'みず', 'フェアリー', 'はがね', 'くさ', 'でんき', 'ゴースト', 'かくとう']","[32.6, 25.6, 14.9, 9.5, 6.0, 3.3, 2.6, 2.4, 1.1, 0.8]"
0988-000,9999,988,0,チヲハウハネ,,チヲハウハネ,"['であいがしら', 'インファイト', 'じしん', 'とんぼがえり', 'フレアドライブ', 'きゅうけつ', 'ニトロチャージ', 'ビルドアップ', 'ばかぢから', 'テラバースト']","[69.1, 66.1, 47.0, 40.2, 31.8, 21.7, 14.1, 13.4, 11.7, 9.9]","['いじっぱり', 'ようき', 'しんちょう', 'わんぱく', 'おくびょう', 'のうてんき', 'ゆうかん', 'ずぶとい', 'ひかえめ', 'れいせい']","[75.3, 15.4, 3.5, 3.0, 1.0, 0.7, 0.5, 0.3, 0.1, 0.1]",['こだいかっせい'],[100.0],"['こだわりハチマキ', 'とつげきチョッキ', 'ブーストエナジー', 'いのちのたま', 'こだわりスカーフ', 'オボンのみ', 'イバンのみ', 'きあいのタスキ', 'ゴツゴツメット', 'ぎんのこな']","[29.4, 23.0, 13.5, 8.9, 6.0, 4.9, 2.6, 2.5, 1.4, 1.4]","['むし', 'ほのお', 'じめん', 'いわ', 'ひこう', 'でんき', 'はがね', 'フェアリー', 'かくとう', 'ステラ']","[38.4, 29.0, 9.0, 5.0, 4.2, 2.7, 2.5, 2.0, 1.8, 1.7]"
0989-000,9999,989,0,スナノケガワ,,スナノケガワ,"['だいちのちから', 'テラバースト', 'ボルトチェンジ', '１０まんボルト', 'ステルスロック', 'ミラーコート', 'でんじは', 'ほうでん', 'ラスターカノン', 'パワージェム']","[90.6, 60.3, 49.7, 39.2, 26.0, 22.6, 22.1, 21.7, 18.8, 6.7]","['おくびょう', 'ひかえめ', 'ずぶとい', 'おだやか', 'むじゃき', 'せっかち', 'がんばりや', 'ようき', 'さみしがり', 'きまぐれ']","[80.6, 12.1, 2.2, 2.0, 0.5, 0.5, 0.5, 0.3, 0.3, 0.3]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'きあいのタスキ', 'こだわりスカーフ', 'とつげきチョッキ', 'こだわりメガネ', 'からぶりほけん', 'いのちのたま', 'レッドカード', 'ひかりのねんど', 'オボンのみ']","[35.6, 28.0, 11.1, 7.5, 5.8, 2.0, 1.9, 1.2, 1.1, 0.9]","['こおり', 'フェアリー', 'はがね', 'ひこう', 'かくとう', 'でんき', 'じめん', 'みず', 'ステラ', 'くさ']","[64.2, 17.5, 4.4, 2.9, 2.7, 2.0, 1.6, 1.1, 1.0, 1.0]"
