,rank,id,form_id,name,form,alias,move,move_rate,nature,nature_rate,ability,ability_rate,item,item_rate,terastal,terastal_rate
0848-000,9999,848,0,エレズン,,エレズン,"['ほっぺすりすり', 'アンコール', 'がむしゃら', 'こらえる', 'なみだめ', 'ゲップ', 'じたばた']","[100.0, 88.2, 88.2, 88.2, 11.8, 11.8, 11.8]",['ようき'],[100.0],['せいでんき'],[100.0],['レッドカード'],[100.0],[],[]
0854-000,9999,854,0,ヤバチャ,,ヤバチャ,"['おどろかす', 'メガドレイン', 'からにこもる', 'サイケこうせん', 'トリック', 'のろい', 'シャドーボール', 'うらみ']","[80.0, 80.0, 80.0, 80.0, 20.0, 20.0, 20.0, 20.0]",[],[],[],[],[],[],[],[]
0857-000,9999,857,0,テブリム,,テブリム,"['ほっぺすりすり', 'めいそう', 'トリックルーム', 'いやしのねがい', 'マジカルフレイム', 'ギガドレイン', 'バトンタッチ', 'サイコフィールド', 'あまえる', 'リフレクター']","[74.5, 49.0, 38.4, 36.9, 33.7, 29.0, 27.7, 26.2, 16.6, 15.6]","['ようき', 'ずぶとい', 'おだやか', 'ひかえめ', 'わんぱく', 'のんき', 'なまいき']","[37.6, 35.1, 18.8, 3.5, 3.0, 1.0, 1.0]","['マジックミラー', 'いやしのこころ', 'きけんよち']","[91.1, 7.9, 1.0]","['しんかのきせき', 'きあいのタスキ', 'アッキのみ']","[61.9, 37.6, 0.5]","['フェアリー', 'ほのお', 'かくとう', 'あく']","[50.0, 21.4, 14.3, 14.3]"
0859-000,9999,859,0,ベロバー,,ベロバー,"['イカサマ', 'ひかりのかべ', 'リフレクター', 'みがわり', 'すてゼリフ', 'じゃれつく', 'あくのはどう', 'わるだくみ', 'ダメおし', 'ふいうち']","[97.0, 84.8, 84.8, 63.6, 21.2, 12.1, 12.1, 12.1, 3.0, 3.0]","['しんちょう', 'わんぱく']","[86.7, 13.3]",['いたずらごころ'],[100.0],['ひかりのねんど'],[100.0],[],[]
0860-000,9999,860,0,ギモー,,ギモー,"['でんじは', 'あくのはどう', 'トリック', 'マジカルシャイン', 'リフレクター', 'ひかりのかべ', 'ふいうち', 'イカサマ']","[85.7, 85.7, 85.7, 85.7, 14.3, 14.3, 14.3, 14.3]","['ひかえめ', 'ゆうかん']","[93.8, 6.3]",['いたずらごころ'],[100.0],"['こだわりメガネ', 'ひかりのねんど']","[93.8, 6.3]",[],[]
0863-000,9999,863,0,ニャイキング,,ニャイキング,"['アイアンヘッド', 'インファイト', 'ジャイロボール', 'ちょうはつ', 'はたきおとす', 'のろい', 'ドわすれ', 'ねこだまし', 'ステルスロック', 'こらえる']","[55.5, 39.8, 38.2, 29.8, 24.1, 22.6, 20.4, 18.5, 17.9, 16.0]","['ゆうかん', 'いじっぱり', 'しんちょう', 'のんき', 'てれや', 'わんぱく', 'なまいき']","[51.7, 24.5, 11.2, 5.6, 4.9, 1.4, 0.7]","['はがねのせいしん', 'かたいツメ', 'カブトアーマー']","[60.1, 24.5, 15.4]","['くろいてっきゅう', 'とつげきチョッキ', 'イバンのみ', 'こだわりハチマキ', 'きあいのタスキ', 'メンタルハーブ', 'たべのこし', 'いのちのたま', 'オボンのみ', 'たつじんのおび']","[48.3, 11.9, 9.1, 6.3, 4.9, 4.2, 4.2, 3.5, 3.5, 1.4]","['はがね', 'ひこう', 'かくとう']","[80.7, 10.5, 8.8]"
0868-000,9999,868,0,マホミル,,マホミル,"['たいあたり', 'アロマミスト', 'てんしのキッス']","[100.0, 100.0, 100.0]",[],[],[],[],[],[],[],[]
0870-000,9999,870,0,タイレーツ,,タイレーツ,"['インファイト', 'であいがしら', 'はいすいのじん', 'はたきおとす', 'テラバースト', 'はやてがえし', 'きしかいせい', 'てっぺき', 'ボディプレス', 'こらえる']","[70.1, 55.7, 54.9, 44.3, 28.0, 23.9, 18.6, 18.2, 18.2, 10.6]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう']","[43.0, 29.8, 25.6, 1.7]","['カブトアーマー', 'まけんき']","[55.4, 44.6]","['オボンのみ', 'とつげきチョッキ', 'きあいのタスキ', 'ラムのみ', 'ビビリだま', 'ゴツゴツメット', 'きれいなぬけがら', 'たべのこし', 'いのちのたま', 'ぼうじんゴーグル']","[20.7, 20.7, 19.0, 12.4, 7.4, 5.0, 4.1, 3.3, 2.5, 1.7]","['はがね', 'かくとう', 'ゴースト', 'ひこう', 'むし', 'フェアリー']","[41.7, 16.7, 16.7, 8.3, 8.3, 8.3]"
0871-000,9999,871,0,バチンウニ,,バチンウニ,"['おきみやげ', 'びりびりちくちく', 'まきびし', 'ふいうち', 'どくづき', 'サンダーダイブ', 'どくびし', 'でんじは', 'ひやみず', 'のろい']","[58.8, 47.3, 37.5, 37.1, 28.2, 26.6, 26.0, 20.8, 13.5, 12.1]","['しんちょう', 'ゆうかん', 'わんぱく', 'のんき', 'ひかえめ', 'ずぶとい', 'いじっぱり', 'おだやか', 'なまいき', 'れいせい']","[23.6, 20.7, 14.5, 12.4, 8.3, 5.5, 4.3, 4.0, 3.1, 2.6]","['エレキメイカー', 'ひらいしん']","[99.5, 0.5]","['グランドコート', 'きあいのタスキ', 'ふうせん', 'メンタルハーブ', 'こだわりハチマキ', 'とつげきチョッキ', 'エレキシード', 'いのちのたま', 'イバンのみ', 'だっしゅつボタン']","[51.9, 16.2, 6.9, 6.7, 3.6, 3.6, 3.3, 2.4, 1.9, 1.2]","['フェアリー', 'みず', 'ひこう', 'でんき', 'ゴースト']","[28.6, 21.4, 21.4, 14.3, 14.3]"
0872-000,9999,872,0,ユキハミ,,ユキハミ,"['ミラーコート', 'こごえるかぜ', 'とびつく', 'むしくい', 'むしのていこう', 'まもる', 'こなゆき']","[85.0, 85.0, 60.0, 60.0, 40.0, 25.0, 15.0]","['なまいき', 'おだやか']","[75.0, 25.0]","['こおりのりんぷん', 'りんぷん']","[68.8, 31.3]","['しんかのきせき', 'きあいのタスキ', 'オッカのみ']","[43.8, 31.3, 25.0]",['こおり'],[100.0]
0874-000,9999,874,0,イシヘンジン,,イシヘンジン,"['ロックカット', 'ヘビーボンバー', 'ヒートスタンプ', 'ストーンエッジ', 'じしん', 'ロックブラスト', 'てっぺき', 'ボディプレス', 'テラバースト', 'ふういん']","[81.2, 78.5, 76.9, 73.7, 25.3, 10.8, 9.7, 9.7, 9.1, 7.5]","['いじっぱり', 'ようき', 'わんぱく']","[80.0, 12.0, 8.0]",['パワースポット'],[100.0],"['こだわりハチマキ', 'いかさまダイス', 'じゃくてんほけん', 'きあいのタスキ', 'たつじんのおび', 'たべのこし', 'こうかくレンズ']","[24.0, 24.0, 16.0, 16.0, 12.0, 4.0, 4.0]",['いわ'],[100.0]
0875-000,9999,875,0,コオリッポ,アイスフェイス,コオリッポ(アイス),"['はらだいこ', 'ゆきげしき', 'つららばり', 'オーロラベール', 'テラバースト', 'クイックターン', 'つららおとし', 'アクアブレイク', 'アイススピナー', 'もろはのずつき']","[64.3, 48.9, 43.8, 43.6, 32.9, 28.2, 20.9, 20.0, 17.2, 13.1]","['ようき', 'のうてんき', 'いじっぱり', 'おくびょう', 'ずぶとい', 'がんばりや', 'わんぱく', 'おだやか', 'しんちょう', 'おとなしい']","[74.2, 8.2, 6.1, 3.9, 2.5, 1.9, 1.7, 0.6, 0.4, 0.3]",['アイスフェイス'],[100.0],"['いかさまダイス', 'オボンのみ', 'ゴツゴツメット', 'ひかりのねんど', 'サイコシード', 'カムラのみ', 'ラムのみ', 'きあいのタスキ', 'じゃくてんほけん', 'こうかくレンズ']","[31.9, 20.3, 16.6, 11.1, 7.2, 4.7, 3.3, 1.1, 1.1, 0.8]","['でんき', 'じめん', 'ゴースト', 'フェアリー', 'こおり', 'みず', 'ほのお', 'いわ', 'かくとう', 'どく']","[26.1, 19.6, 16.3, 13.1, 10.5, 5.9, 3.9, 3.3, 0.7, 0.7]"
0877-000,9999,877,0,モルペコ,まんぷくもよう,モルペコ,"['オーラぐるま', 'がむしゃら', 'すてゼリフ', 'はたきおとす', 'でんこうせっか', 'まもる', 'きしかいせい', 'ねこだまし', 'バトンタッチ', 'ちょうはつ']","[100.0, 39.5, 33.7, 29.4, 28.9, 21.8, 21.2, 19.3, 16.3, 15.3]","['ようき', 'いじっぱり', 'やんちゃ', 'せっかち', 'おっとり', 'わんぱく', 'さみしがり', 'むじゃき', 'ひかえめ', 'すなお']","[51.1, 44.1, 3.2, 0.6, 0.3, 0.2, 0.2, 0.1, 0.1, 0.1]",['はらぺこスイッチ'],[100.0],"['きあいのタスキ', 'こだわりハチマキ', 'とつげきチョッキ', 'いのちのたま', 'メトロノーム', 'こだわりスカーフ', 'いかさまダイス', 'ちからのハチマキ', 'あつぞこブーツ', 'オボンのみ']","[83.3, 6.5, 2.4, 2.4, 1.4, 1.4, 0.5, 0.4, 0.4, 0.3]","['ゴースト', 'こおり', 'あく', 'でんき', 'いわ', 'かくとう', 'フェアリー', 'くさ', 'ステラ', 'エスパー']","[30.1, 19.5, 17.9, 11.4, 4.9, 4.1, 4.1, 3.3, 2.4, 2.4]"
0879-000,9999,879,0,ダイオウドウ,,ダイオウドウ,"['ヘビーボンバー', 'ヒートスタンプ', 'じゃれつく', 'サンダーダイブ', 'じしん', 'アイアンヘッド', 'ステルスロック', 'じわれ', 'テラバースト', 'はたきおとす']","[75.1, 65.9, 56.1, 36.9, 33.7, 25.2, 14.3, 12.8, 10.9, 10.4]","['いじっぱり', 'ゆうかん', 'やんちゃ', 'なまいき', 'しんちょう', 'のんき', 'わんぱく', 'おとなしい', 'てれや']","[54.4, 28.0, 4.2, 3.8, 3.3, 2.1, 1.7, 1.7, 0.8]","['ヘヴィメタル', 'ちからずく']","[69.0, 31.0]","['いのちのたま', 'とつげきチョッキ', 'クリアチャーム', 'こだわりハチマキ', 'オボンのみ', 'たべのこし', 'ふうせん', 'ちからのハチマキ', 'きあいのタスキ', 'オッカのみ']","[44.8, 13.4, 13.4, 8.8, 8.4, 3.8, 2.5, 2.5, 1.7, 0.4]","['ひこう', 'ほのお', 'はがね', 'みず', 'じめん', 'フェアリー', 'ステラ']","[18.3, 18.3, 15.5, 14.1, 14.1, 14.1, 5.6]"
0884-000,9999,884,0,ジュラルドン,,ジュラルドン,"['ラスターカノン', 'ボディプレス', '１０まんボルト', 'てっぺき', 'ステルスロック', 'でんじは', 'ドラゴンテール', 'りゅうのはどう', 'ほえる', 'りゅうせいぐん']","[73.0, 51.1, 44.7, 39.2, 38.3, 26.9, 23.2, 18.3, 14.7, 12.8]","['てれや', 'おだやか', 'ずぶとい', 'しんちょう', 'ひかえめ', 'ようき', 'のんき', 'まじめ', 'なまいき', 'おくびょう']","[24.3, 21.3, 15.8, 11.2, 8.3, 7.5, 3.2, 2.6, 1.9, 1.4]","['ライトメタル', 'すじがねいり', 'ヘヴィメタル']","[75.5, 16.0, 8.5]","['しんかのきせき', 'ひかりのねんど', 'オボンのみ', 'きあいのタスキ', 'こだわりメガネ']","[90.6, 7.7, 1.2, 0.3, 0.2]","['ひこう', 'かくとう', 'フェアリー', 'はがね', 'じめん', 'でんき']","[37.8, 29.7, 13.5, 10.8, 5.4, 2.7]"
0885-000,9999,885,0,ドラメシヤ,,ドラメシヤ,"['かみつく', 'おどろかす', 'まとわりつく', 'でんこうせっか']","[100.0, 100.0, 100.0, 100.0]",[],[],[],[],[],[],[],[]
0886-000,9999,886,0,ドロンチ,,ドロンチ,"['ひかりのかべ', 'おにび', 'のろい', 'リフレクター', 'ドラゴンテール', 'すてみタックル', 'とんぼがえり', 'ゴーストダイブ']","[66.7, 66.7, 66.7, 66.7, 33.3, 33.3, 33.3, 33.3]",['おくびょう'],[100.0],['のろわれボディ'],[100.0],['しんかのきせき'],[100.0],[],[]
0899-000,9999,899,0,アヤシシ,,アヤシシ,"['バリアーラッシュ', 'テラバースト', 'メガホーン', 'すてみタックル', 'めいそう', 'ひかりのかべ', 'でんじは', 'リフレクター', 'のしかかり', 'さいみんじゅつ']","[64.8, 52.5, 34.2, 24.0, 22.7, 21.3, 19.9, 18.3, 15.3, 13.9]","['なまいき', 'いじっぱり', 'ようき', 'ひかえめ', 'わんぱく', 'のんき', 'おだやか', 'しんちょう', 'れいせい', 'ずぶとい']","[47.1, 14.4, 10.3, 8.0, 7.5, 6.3, 2.3, 2.3, 1.1, 0.6]","['そうしょく', 'いかく', 'おみとおし']","[58.0, 38.5, 3.4]","['たべのこし', 'こだわりハチマキ', 'ひかりのねんど', 'オボンのみ', 'とつげきチョッキ', 'ねらいのまと', 'こだわりメガネ', 'フィラのみ', 'おんみつマント', 'こだわりスカーフ']","[36.4, 21.4, 11.6, 8.1, 5.2, 3.5, 2.3, 1.7, 1.7, 1.7]","['みず', 'かくとう', 'じめん', 'はがね', 'フェアリー', 'あく', 'ノーマル', 'エスパー']","[46.4, 28.6, 7.1, 3.6, 3.6, 3.6, 3.6, 3.6]"
0906-000,9999,906,0,ニャオハ,,ニャオハ,"['ひっかく', 'このは', 'くさわけ', 'あまえる', 'やどりぎのタネ', 'まもる', 'しっぽをふる', 'じゃれつく', 'とんぼがえり', 'タネばくだん']","[47.4, 47.4, 36.8, 36.8, 36.8, 36.8, 26.3, 15.8, 15.8, 15.8]","['わんぱく', 'いじっぱり']","[66.7, 33.3]",['へんげんじざい'],[100.0],"['しんかのきせき', 'こだわりハチマキ']","[66.7, 33.3]",[],[]
0907-000,9999,907,0,ニャローテ,,ニャローテ,"['やどりぎのタネ', 'とんぼがえり', 'ちょうはつ', 'なやみのタネ', 'まねっこ', 'ふいうち', 'あまえる', 'まもる', 'じゃれつく', 'リーフストーム']","[69.0, 57.7, 50.7, 36.6, 35.2, 29.6, 26.8, 19.7, 18.3, 16.9]","['しんちょう', 'ようき', 'わんぱく', 'やんちゃ']","[51.9, 25.9, 11.1, 11.1]","['へんげんじざい', 'しんりょく']","[96.3, 3.7]","['しんかのきせき', 'きあいのタスキ']","[88.9, 11.1]",['くさ'],[100.0]
0909-000,9999,909,0,ホゲータ,,ホゲータ,"['なまける', 'オーバーヒート', 'じだんだ', 'だいもんじ', 'ほのおのうず', 'たいあたり', 'ひのこ', 'にらみつける', 'あくび', 'おにび']","[66.7, 37.8, 35.6, 35.6, 31.1, 28.9, 28.9, 20.0, 20.0, 17.8]","['ひかえめ', 'のんき', 'のうてんき', 'ずぶとい']","[76.2, 9.5, 9.5, 4.8]","['もうか', 'てんねん']","[76.2, 23.8]","['きあいのタスキ', 'たべのこし', 'ゴツゴツメット', 'しんかのきせき']","[76.2, 9.5, 9.5, 4.8]",['ほのお'],[100.0]
0910-000,9999,910,0,アチゲータ,,アチゲータ,"['なまける', 'アンコール', 'ほのおのうず', 'かえんほうしゃ', 'あくび', 'ほえる', 'おにび', 'ハイパーボイス', 'まもる', 'バークアウト']","[99.7, 78.8, 56.2, 49.4, 45.3, 39.6, 21.1, 3.3, 2.5, 2.0]","['ずぶとい', 'れいせい', 'おだやか', 'なまいき', 'のんき', 'おくびょう']","[82.6, 6.6, 5.6, 3.5, 1.5, 0.2]",['てんねん'],[100.0],['しんかのきせき'],[100.0],"['くさ', 'みず', 'フェアリー']","[53.0, 26.9, 20.1]"
0912-000,9999,912,0,クワッス,,クワッス,"['アクアジェット', 'みずでっぽう', 'つばさでうつ', 'ふるいたてる', 'アクアブレイク', 'アンコール', 'こうそくスピン', 'けたぐり', 'はたく', 'こらえる']","[91.7, 62.5, 54.2, 54.2, 29.2, 29.2, 29.2, 8.3, 8.3, 8.3]",['いじっぱり'],[100.0],['げきりゅう'],[100.0],"['きあいのタスキ', 'カムラのみ']","[80.0, 20.0]",['みず'],[100.0]
0913-000,9999,913,0,ウェルカモ,,ウェルカモ,"['ブレイブバード', 'トリプルアクセル', 'アクアブレイク', 'テラバースト', 'アクアジェット']","[100.0, 100.0, 100.0, 92.3, 7.7]",['ようき'],[100.0],['じしんかじょう'],[100.0],"['こだわりスカーフ', 'いのちのたま']","[87.5, 12.5]",[],[]
0915-000,9999,915,0,グルトン,,グルトン,"['がむしゃら', 'あくび', 'どろぼう', 'まもる', 'たいあたり', 'しっぽをふる', 'チャームボイス', 'どろかけ', 'いかりのまえば']","[78.8, 78.8, 73.8, 73.8, 21.3, 21.3, 8.8, 5.0, 5.0]","['せっかち', 'むじゃき']","[83.3, 16.7]",['アロマベール'],[100.0],['きあいのタスキ'],[100.0],[],[]
0916-000,9999,916,0,パフュートン,オスのすがた,パフュートン(オス),"['あくび', 'こらえる', 'すてみタックル', 'どろぼう', 'ボディプレス', 'アイアンヘッド', 'からげんき', 'いかりのまえば', 'がむしゃら', 'あなをほる']","[53.8, 42.7, 37.8, 35.7, 32.9, 31.5, 30.1, 28.0, 23.8, 16.8]","['わんぱく', 'いじっぱり', 'ようき']","[82.5, 10.5, 7.0]","['とれないにおい', 'あついしぼう', 'くいしんぼう']","[64.9, 33.3, 1.8]","['ノーマルジュエル', 'たべのこし', 'チイラのみ', 'だっしゅつボタン', 'リュガのみ', 'アッキのみ', 'イバンのみ', 'ゴツゴツメット', 'こだわりハチマキ', 'カムラのみ']","[35.1, 28.1, 7.0, 7.0, 5.3, 5.3, 3.5, 3.5, 1.8, 1.8]","['ノーマル', 'ゴースト', 'かくとう', 'ドラゴン', 'フェアリー']","[58.3, 16.7, 8.3, 8.3, 8.3]"
0917-000,9999,917,0,タマンチュラ,,タマンチュラ,"['ねばねばネット', 'とびつく', 'どくびし', 'カウンター', 'たいあたり', 'むしのていこう', 'いとをはく', 'であいがしら', 'おきみやげ', 'こらえる']","[80.0, 78.2, 78.2, 78.2, 20.0, 20.0, 20.0, 1.8, 1.8, 1.8]","['ようき', 'なまいき', 'てれや']","[87.5, 6.3, 6.3]",['ふみん'],[100.0],['きあいのタスキ'],[100.0],[],[]
0918-000,9999,918,0,ワナイダー,,ワナイダー,"['ねばねばネット', 'ともえなげ', 'どくびし', 'とんぼがえり', 'であいがしら', 'なげつける', 'まきびし', 'おきみやげ', 'スレッドトラップ', 'どろぼう']","[78.2, 70.1, 30.4, 23.6, 23.5, 23.5, 18.9, 17.8, 15.2, 14.3]","['しんちょう', 'わんぱく', 'いじっぱり', 'ずぶとい', 'のんき', 'ゆうかん', 'なまいき', 'ようき', 'おくびょう', 'おだやか']","[30.8, 29.3, 11.3, 9.1, 8.7, 6.9, 2.2, 0.7, 0.4, 0.4]","['ふみん', 'はりこみ']","[89.8, 10.2]","['でんきだま', 'メンタルハーブ', 'きあいのタスキ', 'レッドカード', 'オボンのみ', 'とつげきチョッキ', 'こだわりハチマキ', 'ゴツゴツメット', 'イバンのみ', 'こうかくレンズ']","[27.5, 15.8, 13.2, 10.6, 8.2, 5.2, 5.2, 4.1, 3.3, 2.0]","['あく', 'みず', 'むし', 'かくとう', 'こおり']","[53.3, 20.0, 10.0, 10.0, 6.7]"
0919-000,9999,919,0,マメバッタ,,マメバッタ,"['フェイント', 'であいがしら', 'ふいうち', 'カウンター', 'いやなおと', 'ダメおし', 'にどげり', 'おどろかす']","[95.2, 95.2, 95.2, 95.2, 4.8, 4.8, 4.8, 4.8]",['いじっぱり'],[100.0],['むしのしらせ'],[100.0],['きあいのタスキ'],[100.0],['むし'],[100.0]
0921-000,9999,921,0,パモ,,パモ,"['ほっぺすりすり', 'ねこだまし', 'いかりのまえば', 'あまえる', 'アンコール', 'どろぼう', 'じゃれつく']","[100.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",['ようき'],[100.0],['せいでんき'],[100.0],['きあいのタスキ'],[100.0],[],[]
0922-000,9999,922,0,パモット,,パモット,"['ほっぺすりすり', 'あなをほる', 'かみつく', 'スパーク', 'じゅうでん', 'かみくだく', 'こうそくいどう', 'みがわり', 'バトンタッチ']","[84.6, 84.6, 84.6, 53.8, 30.8, 15.4, 15.4, 15.4, 15.4]",[],[],[],[],[],[],[],[]
0924-000,9999,924,0,ワッカネズミ,,ワッカネズミ,"['あまえる', 'いかりのまえば', 'でんじは', 'アンコール']","[100.0, 100.0, 100.0, 100.0]",['ようき'],[100.0],['ものひろい'],[100.0],['オボンのみ'],[100.0],[],[]
0926-000,9999,926,0,パピモッチ,,パピモッチ,"['したでなめる', 'ふるいたてる', 'しっぽをふる', 'ほしがる', 'じゃれつく', 'バトンタッチ', 'くさわけ', 'あまえる']","[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",[],[],[],[],[],[],[],[]
0927-000,9999,927,0,バウッツェル,,バウッツェル,"['ボディプレス', 'あくび', 'じゃれつく', 'まもる', 'バトンタッチ', 'ねがいごと', 'ほえる', 'かみくだく', 'まねっこ', 'じだんだ']","[78.9, 67.0, 46.2, 38.2, 36.0, 32.4, 21.9, 14.1, 10.2, 9.7]","['わんぱく', 'ずぶとい', 'しんちょう', 'なまいき', 'のうてんき', 'おだやか', 'いじっぱり']","[68.2, 27.3, 2.1, 1.0, 0.7, 0.3, 0.3]","['こんがりボディ', 'アロマベール']","[83.7, 16.3]","['ゴツゴツメット', 'オボンのみ', 'おんみつマント', 'ものまねハーブ', 'とつげきチョッキ', 'たべのこし', 'アッキのみ', 'レンブのみ', 'ラムのみ', 'リリバのみ']","[29.1, 27.0, 9.3, 8.0, 6.9, 5.9, 3.1, 2.8, 2.1, 1.4]","['はがね', 'かくとう', 'ゴースト', 'あく', 'フェアリー', 'ドラゴン']","[62.9, 14.3, 8.6, 5.7, 5.7, 2.9]"
0929-000,9999,929,0,オリーニョ,,オリーニョ,"['やどりぎのタネ', 'ねむる', 'みがわり', 'ちからをすいとる']","[100.0, 100.0, 100.0, 100.0]",[],[],[],[],[],[],[],[]
0931-000,9999,931,0,イキリンコ,グリーンフェザー,イキリンコ(グリーン),"['ブレイブバード', 'いのちがけ', 'からげんき', 'ちょうはつ', 'すてゼリフ', 'イカサマ', 'がむしゃら', 'うっぷんばらし', 'まねっこ', 'でんこうせっか']","[47.5, 44.7, 40.7, 34.8, 31.2, 30.6, 26.4, 25.1, 23.0, 21.9]","['ようき', 'いじっぱり']","[56.0, 44.0]","['はりきり', 'いかく', 'こんじょう']","[64.0, 29.1, 6.9]","['こだわりスカーフ', 'するどいくちばし', 'かえんだま', 'こだわりハチマキ', 'きあいのタスキ']","[76.2, 12.2, 6.9, 3.0, 1.7]","['ノーマル', 'ひこう', 'どく', 'じめん', 'ゴースト']","[40.9, 31.8, 9.1, 9.1, 9.1]"
0932-000,9999,932,0,コジオ,,コジオ,"['じわれ', 'うちおとす', 'じしん', 'じこさいせい', 'のろい', 'ずつき', 'ロックカット', 'いわおとし', 'マッドショット']","[92.7, 92.7, 92.7, 70.7, 22.0, 7.3, 7.3, 7.3, 7.3]",['のんき'],[100.0],['きよめのしお'],[100.0],"['きあいのタスキ', 'しんかのきせき']","[85.7, 14.3]",['ゴースト'],[100.0]
0933-000,9999,933,0,ジオヅム,,ジオヅム,"['しおづけ', 'じこさいせい', 'てっぺき', 'ボディプレス', 'ステルスロック', 'のろい', 'マッドショット', 'しねんのずつき', 'いわなだれ', 'のしかかり']","[100.0, 92.3, 91.2, 89.0, 5.5, 4.4, 4.4, 4.4, 3.3, 3.3]","['しんちょう', 'わんぱく']","[68.4, 31.6]","['きよめのしお', 'がんじょう']","[97.4, 2.6]",['しんかのきせき'],[100.0],"['ゴースト', 'くさ']","[70.6, 29.4]"
0935-000,9999,935,0,カルボウ,,カルボウ,"['ふんえん', 'やきつくす', 'ニトロチャージ', 'ナイトヘッド', 'ほのおのうず', 'クリアスモッグ', 'ひのこ', 'おどろかす']","[66.7, 66.7, 66.7, 66.7, 33.3, 33.3, 33.3, 33.3]",[],[],[],[],[],[],[],[]
0940-000,9999,940,0,カイデン,,カイデン,"['ボルトチェンジ', 'おいかぜ', 'でんこうせっか', 'がむしゃら', 'ぼうふう', 'はねやすめ']","[100.0, 100.0, 90.0, 90.0, 10.0, 10.0]",['せっかち'],[100.0],['ちくでん'],[100.0],['きあいのタスキ'],[100.0],['ゴースト'],[100.0]
0941-000,9999,941,0,タイカイデン,,タイカイデン,"['ボルトチェンジ', 'テラバースト', 'エアスラッシュ', '１０まんボルト', 'ぼうふう', 'かみなり', 'おいかぜ', 'ウェザーボール', 'がむしゃら', 'ほうでん']","[80.2, 60.5, 56.7, 46.5, 42.5, 29.7, 16.0, 14.6, 11.4, 8.6]","['おくびょう', 'ひかえめ', 'ずぶとい', 'むじゃき', 'てれや', 'うっかりや', 'せっかち', 'おだやか', 'ようき', 'おっとり']","[78.0, 19.0, 0.6, 0.6, 0.6, 0.5, 0.4, 0.3, 0.1, 0.0]","['ちくでん', 'かちき', 'ふうりょくでんき']","[56.6, 29.0, 14.4]","['こだわりメガネ', 'きあいのタスキ', 'いのちのたま', 'こだわりスカーフ', 'おうじゃのしるし', 'くっつきバリ', 'あつぞこブーツ', 'ものしりメガネ', 'ぼうじんゴーグル', 'ヤタピのみ']","[54.3, 25.9, 6.0, 1.9, 1.5, 1.3, 1.2, 1.1, 0.8, 0.8]","['こおり', 'フェアリー', 'じめん', 'みず', 'かくとう', 'ひこう', 'でんき', 'あく', 'ゴースト', 'くさ']","[30.1, 14.3, 13.3, 12.4, 11.6, 8.0, 4.4, 2.7, 2.5, 0.2]"
0943-000,9999,943,0,マフィティフ,,マフィティフ,"['くらいつく', 'みちづれ', 'かみくだく', 'ちょうはつ', 'ねむる', 'じゃれつく', 'くさわけ', 'きしかいせい', 'のろい', 'うらみ']","[55.0, 45.1, 40.5, 32.7, 30.1, 28.3, 26.9, 21.7, 20.5, 13.7]","['いじっぱり', 'ようき', 'わんぱく', 'むじゃき', 'のうてんき', 'しんちょう', 'すなお', 'せっかち', 'ゆうかん', 'ずぶとい']","[29.3, 27.8, 16.4, 6.9, 6.7, 6.5, 2.8, 1.7, 1.7, 0.2]","['はりこみ', 'ばんけん', 'いかく']","[58.2, 36.6, 5.2]","['きあいのタスキ', 'レッドカード', 'カゴのみ', 'たべのこし', 'こだわりハチマキ', 'オボンのみ', 'とつげきチョッキ', 'イバンのみ', 'おんみつマント', 'いのちのたま']","[23.0, 17.6, 8.7, 7.8, 6.7, 5.7, 5.0, 4.8, 4.3, 2.4]","['フェアリー', 'ゴースト', 'あく', 'ノーマル', 'ひこう', 'くさ', 'ほのお', 'はがね', 'どく']","[37.0, 27.2, 11.1, 7.4, 4.9, 4.9, 3.7, 2.5, 1.2]"
0944-000,9999,944,0,シルシュルー,,シルシュルー,"['ちょうはつ', 'どくどく', 'イカサマ', 'がむしゃら', 'すてゼリフ', 'いかりのまえば', 'アンコール', 'まねっこ']","[66.7, 66.7, 66.7, 66.7, 33.3, 33.3, 33.3, 33.3]","['おだやか', 'おくびょう']","[50.0, 50.0]","['かるわざ', 'いたずらごころ']","[50.0, 50.0]",['きあいのタスキ'],[100.0],[],[]
